sentence,classify
 In order to reflect upon the principles   goals and targets of the 2030 Agenda the Government decided to review the   Strategic Framework for Sustainable Development adopted in 2010,SDG10
 Effective practices  and lessons identified in one country or by one development partner can accelerate progress amongst  others,SDG16
 A specific goal  is to promote the creation of clusters around actors in the same sector since  these have major potential for generating structural transformations in the  operating culture of Finnish society,SDG8
 Examples include the Flemish iMindsimec   Smart Cities Programme the Smart City Wallonia Confer ence the smart city eplatform at Brussels level or the   Smart Cities Community established by the Belgian tech nology industry sector organization Agoria,SDG4
       A series of the government policies and plans with many goals and targets closely   associated with sustainable development has been established,SDG16
 Roughly one   third of the successful applicants are women,SDG2
 Introducing resolutions within the framework of the United Nations United Nations Human  Rights Council and the Third Committee of the General Assembly on the right to safe  drinking water and appropriate sanitation which also addresses the special needs of women and girls,SDG17
    Eight most important issues  were identified around which priorities for the future   should be set the economy unemployment income and equal regional   development fighting crime corruption and nepotism health equality the   environment building infrastructure education and values,SDG17
 The KIROR are facilities  constructed next to a health,SDG11
  1   P  ro po  rt io  n  of   p op  ul at  io n   us in  g  sa  fe ly   m an  ag ed   s an  ita tio  n  se  rv ic  es  i  nc lu  di ng   a  h  an d w as  hi ng    fa  ci lit  y  w  ith  so  ap  a  nd  w  at er     Ye s   8 0  ,SDG8
 Since 2011 work is ongoing   to implement it 7,SDG6
 Yet even in countries with sophisticated governmentled   mutual accountability frameworks such as Viet Nam the engagement of broader national stakeholders   remains limited more work also is needed to engage local governments and parliamentarians,SDG3
   Second the Government of Indonesia involves academics community   organizations and the private sector to establishon a more inclusive SSTC to   accommodate the aspirations views and participation of various parties,SDG2
  Financial institutions – Are becoming more aware   of projects that have large social and environmental   impacts and of their responsibility in helping their   clients achieve business and development objectives,SDG12
 Monitoring and evaluation system on   food and nutrition needs to be implemented continuously thoroughly and   periodically,SDG3
  This will require a move  from the traditional approaches to public financing enabling in the country the  development of innovative financing arrangements,SDG2
     The sustainable development plan and budget for FY 20162017 are primarily focused on   achieving inclusive economic growth enhancing social justice and increasing employment   rates particularly among young people,SDG10
